18800	7800	194	4
18800	8800	196	6
19800	4800	209	0
19800	5800	206	2
19800	6800	205	4
19800	7800	206	5
19800	8800	209	7
18800	4800	196	-2
18800	5800	194	1
18800	6800	193	4
18800	7800	194	6
18800	8800	196	8
19800	4800	210	0
19800	5800	207	2
19800	6800	206	4
19800	7800	207	5
19800	8800	209	7
20800	4800	225	1
20800	5800	222	3
20800	6800	221	4
20800	7800	221	5
20800	8800	224	6
21800	4800	243	1
21800	5800	240	3
21800	6800	239	4
21800	7800	239	4
21800	8800	242	6
22800	4800	265	1
22800	5800	262	3
22800	6800	260	4
22800	7800	261	5
22800	8800	264	6
23800	4800	293	0
23800	5800	289	3
23800	6800	287	4
23800	7800	288	5
23800	8800	291	7
800	8800	36	5
800	9800	41	8
800	10800	43	10
800	11800	42	12
800	12800	39	14
800	13800	34	18
1800	8800	66	7
1800	9800	70	9
1800	10800	72	10
1800	11800	71	11
1800	12800	68	13
1800	13800	63	16
2800	8800	90	8
2800	9800	93	10
2800	10800	95	10
2800	11800	95	11
2800	12800	92	12
2800	13800	87	14
3800	8800	109	8
3800	9800	112	10
3800	10800	114	10
3800	11800	113	11
3800	12800	111	11
3800	13800	107	14
4800	8800	124	8
4800	9800	127	10
4800	10800	128	10
4800	11800	128	11
4800	12800	126	11
4800	13800	122	14
5800	8800	136	8
5800	9800	139	10
5800	10800	140	10
5800	11800	139	11
5800	12800	137	12
5800	13800	134	15
6800	8800	146	7
6800	9800	148	9
6800	10800	149	10
6800	11800	149	11
6800	12800	147	13
6800	13800	145	16
7800	8800	155	5
7800	9800	157	8
7800	10800	158	10
7800	11800	157	12
7800	12800	156	14
7800	13800	154	18
6800	8800	146	5
6800	9800	148	8
6800	10800	149	10
6800	11800	149	13
6800	12800	148	15
6800	13800	145	20
7800	8800	155	6
7800	9800	157	9
7800	10800	158	11
7800	11800	158	12
7800	12800	157	14
7800	13800	155	17
8800	8800	161	8
8800	9800	163	10
8800	10800	163	11
8800	11800	163	11
8800	12800	163	13
8800	13800	161	16
9800	8800	164	8
9800	9800	165	10
9800	10800	166	11
9800	11800	166	11
9800	12800	166	12
9800	13800	164	14
10800	8800	166	8
10800	9800	167	10
10800	10800	167	10
10800	11800	167	11
10800	12800	167	12
10800	13800	167	14
11800	8800	167	7
11800	9800	168	9
11800	10800	168	10
11800	11800	168	11
11800	12800	168	12
11800	13800	168	15
12800	8800	169	6
12800	9800	169	9
12800	10800	169	10
12800	11800	169	11
12800	12800	170	12
12800	13800	170	16
13800	8800	172	4
13800	9800	172	8
13800	10800	172	10
13800	11800	172	11
13800	12800	173	14
13800	13800	173	18
12800	8800	169	4
12800	9800	169	7
12800	10800	169	9
12800	11800	169	12
12800	12800	169	14
12800	13800	170	19
13800	8800	173	6
13800	9800	172	8
13800	10800	172	10
13800	11800	172	11
13800	12800	173	13
13800	13800	174	16
14800	8800	176	7
14800	9800	175	9
14800	10800	174	10
14800	11800	175	10
14800	12800	175	11
14800	13800	177	14
15800	8800	178	8
15800	9800	177	9
15800	10800	177	10
15800	11800	177	10
15800	12800	178	11
15800	13800	180	13
16800	8800	182	8
16800	9800	181	9
16800	10800	180	10
16800	11800	180	10
16800	12800	182	10
